map.put(001,霍亂(虎烈拉)
80403,侵及顱骨或顏面骨併其他骨之多處閉鎖性骨折未提及顱內損傷，合併中度(1～24小時)意識喪
80404,侵及顱骨或顏面骨併其他骨之多處閉鎖性骨折未提及顱內損傷，合併長期(24小時以上)意識喪
80405,侵及顱骨或顏面骨併其他骨之多處閉鎖性骨折未提及顱內損傷，合併長期(24小時以上)意識喪
80406,侵及顱骨或顏面骨併其他骨之多處閉鎖性骨折未提及顱內損傷，合併意識喪失但未明示時間
80409,侵及顱骨或顏面骨併其他骨之多處閉鎖性骨折未提及顱內損傷，合併腦震盪
8041,侵及顱骨或顏面骨併其他骨之多處閉鎖性骨折伴有腦撕裂傷及挫傷
80410,侵及顱骨或顏面骨併其他骨之多處閉鎖性骨折伴有腦撕裂傷及挫傷，未明示意識狀態
80411,侵及顱骨或顏面骨併其他骨之多處閉鎖性骨折伴有腦撕裂傷及挫傷，合併無意識喪失
80412,侵及顱骨或顏面骨併其他骨之多處閉鎖性骨折伴有腦撕裂傷及挫傷，合併暫時性(1小時以內)
80413,侵及顱骨或顏面骨併其他骨之多處閉鎖性骨折伴有腦撕裂傷及挫傷，合併中度(1～24小時)意
80414,侵及顱骨或顏面骨併其他骨之多處閉鎖性骨折伴有腦撕裂傷及挫傷，合併長期(24小時以上)意
80415,侵及顱骨或顏面骨併其他骨之多處閉鎖性骨折伴有腦撕裂傷及挫傷，合併長期(24小時以上)意
80416,侵及顱骨或顏面骨併其他骨之多處閉鎖性骨折伴有腦撕裂傷及挫傷，合併意識喪失但未明示時
80419,侵及顱骨或顏面骨併其他骨之多處閉鎖性骨折伴有腦撕裂傷及挫傷，合併腦震盪
8042,侵及顱骨或顏面骨併其他骨之多處閉鎖性骨折伴有蜘蛛膜下、硬腦膜下及硬腦膜外出血
80420,侵及顱骨或顏面骨併其他骨之多處閉鎖性骨折伴有蜘蛛膜下、硬腦膜下及硬腦膜外出血，未明
80421,侵及顱骨或顏面骨併其他骨之多處閉鎖性骨折伴有蜘蛛膜下、硬腦膜下及硬腦膜外出血，合併
80422,侵及顱骨或顏面骨併其他骨之多處閉鎖性骨折伴有蜘蛛膜下、硬腦膜下及硬腦膜外出血，合併
80423,侵及顱骨或顏面骨併其他骨之多處閉鎖性骨折伴有蜘蛛膜下、硬腦膜下及硬腦膜外出血，合併
80424,侵及顱骨或顏面骨併其他骨之多處閉鎖性骨折伴有蜘蛛膜下、硬腦膜下及硬腦膜外出血，合併
80425,侵及顱骨或顏面骨併其他骨之多處閉鎖性骨折伴有蜘蛛膜下、硬腦膜下及硬腦膜外出血，合併
80426,侵及顱骨或顏面骨併其他骨之多處閉鎖性骨折伴有蜘蛛膜下、硬腦膜下及硬腦膜外出血，合併
80429,侵及顱骨或顏面骨併其他骨之多處閉鎖性骨折伴有蜘蛛膜下、硬腦膜下及硬腦膜外出血，合併
8043,侵及顱骨或顏面骨併其他骨之多處閉鎖性骨折伴有其他顱內出血
80430,侵及顱骨或顏面骨併其他骨之多處閉鎖性骨折伴有其他顱內出血，未明示意識狀態
80431,侵及顱骨或顏面骨併其他骨之多處閉鎖性骨折伴有其他顱內出血，合併無意識喪失
80432,侵及顱骨或顏面骨併其他骨之多處閉鎖性骨折伴有其他顱內出血，合併暫時性(1小時以內)意
80433,侵及顱骨或顏面骨併其他骨之多處閉鎖性骨折伴有其他顱內出血，合併中度(1～24小時)意識
80434,侵及顱骨或顏面骨併其他骨之多處閉鎖性骨折伴有其他顱內出血，合併長期(24小時以上)意識
80435,侵及顱骨或顏面骨併其他骨之多處閉鎖性骨折伴有其他顱內出血，合併長期(24小時以上)意識
80436,侵及顱骨或顏面骨併其他骨之多處閉鎖性骨折伴有其他顱內出血，合併意識喪失但未明示時間
80439,侵及顱骨或顏面骨併其他骨之多處閉鎖性骨折伴有其他顱內出血，合併腦震盪
8044,侵及顱骨或顏面骨併其他骨之多處閉鎖性骨折伴有其他顱內損傷
80440,侵及顱骨或顏面骨併其他骨之多處閉鎖性骨折伴有其他顱內損傷，未明示意識狀態
80441,侵及顱骨或顏面骨併其他骨之多處閉鎖性骨折伴有其他顱內損傷，合併無意識喪失
80442,侵及顱骨或顏面骨併其他骨之多處閉鎖性骨折伴有其他顱內損傷，合併暫時性(1小時以內)意
80443,侵及顱骨或顏面骨併其他骨之多處閉鎖性骨折伴有其他顱內損傷，合併中度(1～24小時)意識
80444,侵及顱骨或顏面骨併其他骨之多處閉鎖性骨折伴有其他顱內損傷，合併長期（24小時以上）意
80445,侵及顱骨或顏面骨併其他骨之多處閉鎖性骨折伴有其他顱內損傷，合併長期（24小時以上）意
80446,侵及顱骨或顏面骨併其他骨之多處閉鎖性骨折伴有其他顱內損傷，合併意識喪失但未明示時間
80449,侵及顱骨或顏面骨併其他骨之多處閉鎖性骨折伴有其他顱內損傷，合併腦震盪
8045,侵及顱骨或顏面骨併其他骨之多處開放性骨折未提及顱內損傷
80450,侵及顱骨或顏面骨併其他骨之多處開放性骨折未提及顱內損傷，未明示意識狀態
80451,侵及顱骨或顏面骨併其他骨之多處開放性骨折未提及顱內損傷，合併無意識喪失
80452,侵及顱骨或顏面骨併其他骨之多處開放性骨折未提及顱內損傷，合併暫時性(1小時以內)意識
80453,侵及顱骨或顏面骨併其他骨之多處開放性骨折未提及顱內損傷，合併中度(1～24小時)意識喪
80454,侵及顱骨或顏面骨併其他骨之多處開放性骨折未提及顱內損傷，合併長期(24小時以上)意識喪
80455,侵及顱骨或顏面骨併其他骨之多處開放性骨折未提及顱內損傷，合併長期(24小時以上)喪失意
80456,侵及顱骨或顏面骨併其他骨之多處開放性骨折未提及顱內損傷，合併意識喪失但未明示時間
80459,侵及顱骨或顏面骨併其他骨之多處開放性骨折未提及顱內損傷，合併腦震盪
8046,侵及顱骨或顏面骨併其他骨之多處開放性骨折伴有腦撕裂傷及挫傷
80460,侵及顱骨或顏面併其他骨骨之多處開放性骨折伴有腦撕裂傷及挫傷，未明示意識狀態
80461,侵及顱骨或顏面骨併其他骨之多處開放性骨折伴有腦撕裂傷及挫傷，合併無意識喪失
80462,侵及顱骨或顏面骨併其他骨之多處開放性骨折伴有腦撕裂傷及挫傷，合併暫時性(1小時以內)
80463,侵及顱骨或顏面骨併其他骨之多處開放性骨折伴有腦撕裂傷及挫傷，合併中度(1～24小時)意
80464,侵及顱骨或顏面骨併其他骨之多處開放性骨折伴有腦撕裂傷及挫傷，合併長期(24小時以上)意
80465,侵及顱骨或顏面骨併其他骨之多處開放性骨折伴有腦撕裂傷及挫傷，合併長期(24小時以上)意
80466,侵及顱骨或顏面骨併其他骨之多處開放性骨折伴有腦撕裂傷及挫傷，合併意識喪失但未明
80469,侵及顱骨或顏面骨併其他骨之多處開放性骨折伴有腦撕裂傷及挫傷，合併腦震盪
8047,侵及顱骨或顏面骨併其他骨之多處開放性骨折伴有蜘蛛膜下、硬腦膜下及硬腦膜外出血
80470,侵及顱骨或顏面骨併其他骨之多處開放性骨折伴有蜘蛛膜下、硬腦膜下及硬腦膜外出血，未明
80471,侵及顱骨或顏面骨併其他骨之多處開放性骨折伴有蜘蛛膜下、硬腦膜下及硬腦膜外出血，合併
80472,侵及顱骨或顏面骨併其他骨之多處開放性骨折伴有蜘蛛膜下、硬腦膜下及硬腦膜外出血，合併
80473,侵及顱骨或顏面骨併其他骨之多處開放性骨折伴有蜘蛛膜下、硬腦膜下及硬腦膜外出血，合併
80474,侵及顱骨或顏面骨併其他骨之多處開放性骨折伴有蜘蛛膜下、硬腦膜下及硬腦膜外出血，合併
80475,侵及顱骨或顏面骨併其他骨之多處開放性骨折伴有蜘蛛膜下、硬腦膜下及硬腦膜外出血，合併
80476,侵及顱骨或顏面骨併其他骨之多處開放性骨折伴有蜘蛛膜下、硬腦膜下及硬腦膜外出血，合併
80479,侵及顱骨或顏面骨併其他骨之多處開放性骨折伴有蜘蛛膜下、硬腦膜下及硬腦膜外出血，合併
8048,侵及顱骨或顏面骨併其他骨之多處開放性骨折伴有其他顱內出血
80480,侵及顱骨或顏面骨併其他骨之多處開放性骨折伴有其他顱內出血，未明示意識狀態
80481,侵及顱骨或顏面骨併其他骨之多處開放性骨折伴有其他顱內出血，合併無意識喪失
80482,侵及顱骨或顏面骨併其他骨之多處開放性骨折伴有其他顱內出血，合併暫時性(1小時以內)意
80483,侵及顱骨或顏面骨併其他骨之多處開放性骨折伴有其他顱內出血，合併中度(1～24小時)意識
80484,侵及顱骨或顏面骨併其他骨之多處開放性骨折伴有其他顱內出血，合併長期（24小時以上）意
80485,侵及顱骨或顏面骨併其他骨之多處開放性骨折伴有其他顱內出血，合併長期（24小時以上）意
80486,侵及顱骨或顏面骨併其他骨之多處開放性骨折伴有其他顱內出血，合併意識喪失但未明示時間
80489,侵及顱骨或顏面骨併其他骨之多處開放性骨折伴有其他顱內出血，合併腦震盪
8049,侵及顱骨或顏面骨併其他骨之多處開放性骨折伴有其他顱內損傷
80490,侵及顱骨或顏面骨併其他骨之多處開放性骨折伴有其他顱內損傷，未明示意識狀態
80491,侵及顱骨或顏面骨併其他骨之多處開放性骨折伴有其他顱內損傷，合併無意識喪失
80492,侵及顱骨或顏面骨併其他骨之多處開放性骨折伴有其他顱內損傷，合併暫時性(1小時以內)意
80493,侵及顱骨或顏面骨併其他骨之多處開放性骨折伴有其他顱內損傷，合併中度(1～24小時)意識
80494,侵及顱骨或顏面骨併其他骨之多處開放性骨折伴有其他顱內損傷，合併長期（24小時以上）喪
80495,侵及顱骨或顏面骨併其他骨之多處開放性骨折伴有其他顱內損傷，合併長期（24小時以上）喪
80496,侵及顱骨或顏面骨併其他骨之多處開放性骨折伴有其他顱內損傷，合併意識喪失但未明示時間
80499,侵及顱骨或顏面骨併其他骨之多處開放性骨折伴有其他顱內損傷，合併腦震盪
805,脊柱骨折，未提及脊髓損傷
805-809,頸部脊椎及軀幹骨折
8050,頸椎閉鎖性骨折
80500,頸椎閉鎖性骨折
80501,第一頸椎閉鎖性骨折
80502,第二頸椎閉鎖性骨折
80503,第三頸椎閉鎖性骨折
80504,第四頸椎閉鎖性骨折
80505,第五頸椎閉鎖性骨折
80506,第六頸椎閉鎖性骨折
80507,第七頸椎閉鎖性骨折
80508,多發性頸椎閉鎖性骨折
8051,頸椎開放性骨折
80510,頸椎開放性骨折
80511,第一頸椎開放性骨折
80512,第二頸椎開放性骨折
80513,第三頸椎開放性骨折
80514,第四頸椎開放性骨折
80515,第五頸椎開放性骨折
80516,第六頸椎開放性骨折
80517,第七頸椎開放性骨折
80518,多發性頸椎開放性骨折
8052,背部(胸部)脊椎閉鎖性骨折
8053,背部(胸部)脊椎開放性骨折
8054,腰椎閉鎖性骨折
8055,腰椎開放性骨折
8056,胝骨及尾骨閉鎖性骨折
8057,胝骨及尾骨開放性骨折
8058,脊椎閉鎖性骨折
8059,脊椎開放性骨折
806,脊椎骨折，合併脊髓損傷
8060,頸椎閉鎖性骨折，合併脊髓損傷
80600,頸椎第1～4節閉鎖性骨折，合併脊髓損傷
80601,頸椎第1～4節閉鎖性骨折，合併脊髓完全損傷
80602,頸椎第1～4節閉鎖性骨折，合併脊髓前索症候群
80603,頸椎第1～4節閉鎖性骨折，合併脊髓中樞帶症候群
80604,頸椎第1～4節閉鎖性骨折，合併其他部位之脊髓損傷
80605,頸椎第5～7節閉鎖性骨折，合併脊髓損傷
80606,頸椎第5～7節閉鎖性骨折，合併脊髓完全損傷
80607,頸椎第5～7節閉鎖性骨折，合併脊髓前索症候群
80608,頸椎第5～7節閉鎖性骨折，合併脊髓中樞帶症候群
80609,頸椎第5～7節閉鎖性骨折，合併其他特定部位之脊髓受損傷
8061,頸椎開放性骨折，合併脊髓損傷
80610,頸椎第1～4節開放性骨折，合併脊髓受傷
80611,頸椎第1～4節開放性骨折，合併脊髓完全受損
80612,頸椎第1～4節開放性骨折，合併脊髓前索症候群
80613,頸椎第1～4節開放性骨折，合併脊髓中樞帶症候群
80614,頸椎第1～4節開放性骨折，合併其他脊髓損傷
80615,頸椎第5～7節開放性骨折，合併脊髓損傷
80616,頸椎第5～7節開放性骨折，合併髓部完全受損
80617,頸椎第5～7節開放性骨折，合併脊髓前索症候群
80618,頸椎第5～7節開放性骨折，合併脊髓中樞帶症候群
80619,頸椎第5～7節開放性骨折，合併其他脊髓損傷
8062,背部(胸椎)脊椎閉鎖性骨折，合併脊髓損傷
80620,胸椎1～6節閉鎖性骨折，合併脊髓損傷
80621,胸椎1～6節閉鎖性骨折，合併脊髓完全損傷
80622,胸椎1～6節閉鎖性骨折，合併脊髓前索症候群
80623,胸椎1～6節閉鎖性骨折，合併脊髓中樞帶症候群
80624,胸椎1～6節閉鎖性骨折，合併其他脊髓損傷
80625,胸椎7～12 節閉鎖性骨折，合併脊髓損傷
80626,胸椎7～12 節閉鎖性骨折，合併脊髓完全損傷
80627,胸椎7～12 節閉鎖性骨折，合併脊髓前索症候群，
80628,胸椎7～12 節閉鎖性骨折，合併脊髓中樞帶症候群
80629,胸椎7～12 節閉鎖性骨折，合併其他脊髓損傷
8063,背部(胸椎)脊椎開放性骨折，合併脊髓損傷
80630,胸椎1～6節開放性骨折，合併脊髓損傷
80631,胸椎1～6節開放性骨折，合併脊髓完全損傷
80632,胸椎1～6節開放性骨折，合併脊髓前索症候群
80633,胸椎1～6節開放性骨折，合併中樞帶症候群
80634,胸椎1～6節開放性骨折，合併其他脊髓損傷
80635,胸椎7～12 節開放性骨折，合併脊髓損傷
80636,胸椎7～12 節開放性骨折，合併脊髓完全損傷
80637,胸椎7～12 節開放性骨折，合併脊髓前索症候群
80638,胸椎7～12 節開放性骨折，合併脊髓中樞帶症候群
80639,胸椎7～12 節開放性骨折，合併其他脊髓損傷
8064,腰椎閉鎖性骨折，伴有脊髓損傷
8065,腰椎開放性骨折，伴有脊髓損傷
8066,胝骨及尾骨閉鎖性骨折，合併脊髓損傷
80660,胝骨及尾骨閉鎖性骨折，合併脊髓損傷
80661,胝骨及尾骨閉鎖性骨折，合併脊髓馬尾完全損傷，
80662,胝骨及尾骨閉鎖性骨折，合併其他脊髓馬尾損傷
80669,胝骨及尾骨閉鎖性骨折，合併其他脊髓損傷
8067,胝骨及尾骨開放性骨折，合併脊髓損傷
80670,胝骨及尾骨開放性骨折，合併脊髓損傷
80671,胝骨及尾骨開放性骨折，合併脊髓馬尾完全損傷
80672,胝骨及尾骨開放性骨折，合併其他脊髓馬尾損傷
80679,胝骨及尾骨開放性骨折，合併其他脊髓損傷
807,肋骨、胸骨、喉部及氣管之骨折
8070,肋骨閉鎖性骨折
80700,肋骨閉鎖性骨折
80700,肋骨閉鎖性骨折
80701,一根肋骨閉鎖性骨折
80701,一根肋骨閉鎖性骨折
80702,二根肋骨閉鎖性骨折
80702,二根肋骨閉鎖性骨折
80703,三根肋骨閉鎖性骨折
80703,三根肋骨閉鎖性骨折
80704,四根肋骨閉鎖性骨折
80704,四根肋骨閉鎖性骨折
80705,五根肋骨閉鎖性骨折
80705,五根肋骨閉鎖性骨折
80706,六根肋骨閉鎖性骨折
80706,六根肋骨閉鎖性骨折
80707,七根肋骨閉鎖性骨折
80707,七根肋骨閉鎖性骨折
80708,八根或更多肋骨閉鎖性骨折
